id,name,base_experience,height,weight,ability_1_name,ability_1_description,ability_1_is_hidden,ability_2_name,ability_2_description,ability_2_is_hidden,hp,attack,defense,special-attack,special-defense,speed,total,type_1,type_2,base_happiness,capture_rate,pre_evolution,evolution_1,evolution_2,evolution_3,gender_rate,generation,growth_rate,ability_3_name,ability_3_description,ability_3_is_hidden,url_sprite,url_cry,url_type_1_tag,url_type_2_tag
63,abra,62,9,195,synchronize,"Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment. This ability passes back bad poison when this Pokémon is badly poisoned. This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb. Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature. This does not work on Pokémon received outside of battle or roaming legendaries.",False,inner-focus,This Pokémon cannot flinch.,False,25,20,15,105,55,90,310,psychic,,50,200,,kadabra,,,0.25,generation-i,medium-slow,magic-guard,"This Pokémon is immune to damage not directly caused by a move. For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it. Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon. The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion. This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze. If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Abra.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/063 - Abra.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
64,kadabra,140,13,565,synchronize,"Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment. This ability passes back bad poison when this Pokémon is badly poisoned. This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb. Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature. This does not work on Pokémon received outside of battle or roaming legendaries.",False,inner-focus,This Pokémon cannot flinch.,False,40,35,30,120,70,105,400,psychic,,50,100,abra,alakazam,,,0.25,generation-i,medium-slow,magic-guard,"This Pokémon is immune to damage not directly caused by a move. For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it. Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon. The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion. This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze. If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Kadabra.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/064 - Kadabra.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
65,alakazam,250,15,480,synchronize,"Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment. This ability passes back bad poison when this Pokémon is badly poisoned. This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb. Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature. This does not work on Pokémon received outside of battle or roaming legendaries.",False,inner-focus,This Pokémon cannot flinch.,False,55,50,45,135,95,120,500,psychic,,50,50,kadabra,,,,0.25,generation-i,medium-slow,magic-guard,"This Pokémon is immune to damage not directly caused by a move. For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it. Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon. The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion. This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze. If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Alakazam.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/065 - Alakazam.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png,
66,machop,61,8,195,guts,"Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack. This Pokémon is not affected by the usual Attack cut from a burn. This bonus does not count as a stat modifier.",False,no-guard,"Moves used by or against this Pokémon never miss. One-hit KO moves are unaffected. Moves affected by this ability can hit Pokémon during the preparation turn of moves like dig or fly. Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled.",False,70,80,50,35,35,35,305,fighting,,50,180,,machoke,,,0.25,generation-i,medium-slow,steadfast,"Whenever this Pokémon flinches, its Speed rises one stage.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Machop.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/066 - Machop.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fighting.png,
67,machoke,142,15,705,guts,"Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack. This Pokémon is not affected by the usual Attack cut from a burn. This bonus does not count as a stat modifier.",False,no-guard,"Moves used by or against this Pokémon never miss. One-hit KO moves are unaffected. Moves affected by this ability can hit Pokémon during the preparation turn of moves like dig or fly. Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled.",False,80,100,70,50,60,45,405,fighting,,50,90,machop,machamp,,,0.25,generation-i,medium-slow,steadfast,"Whenever this Pokémon flinches, its Speed rises one stage.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Machoke.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/067 - Machoke.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fighting.png,
68,machamp,253,16,1300,guts,"Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack. This Pokémon is not affected by the usual Attack cut from a burn. This bonus does not count as a stat modifier.",False,no-guard,"Moves used by or against this Pokémon never miss. One-hit KO moves are unaffected. Moves affected by this ability can hit Pokémon during the preparation turn of moves like dig or fly. Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled.",False,90,130,80,65,85,55,505,fighting,,50,45,machoke,,,,0.25,generation-i,medium-slow,steadfast,"Whenever this Pokémon flinches, its Speed rises one stage.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Machamp.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/068 - Machamp.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fighting.png,
69,bellsprout,60,7,40,chlorophyll,This Pokémon's Speed is doubled during strong sunlight. This bonus does not count as a stat modifier.,False,gluttony,"This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.",True,50,75,35,70,30,40,300,grass,poison,70,255,,weepinbell,,,0.5,generation-i,medium-slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Bellsprout.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/069 - Bellsprout.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/grass.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
70,weepinbell,137,10,64,chlorophyll,This Pokémon's Speed is doubled during strong sunlight. This bonus does not count as a stat modifier.,False,gluttony,"This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.",True,65,90,50,85,45,55,390,grass,poison,70,120,bellsprout,victreebel,,,0.5,generation-i,medium-slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Weepinbell.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/070 - Weepinbell.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/grass.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
71,victreebel,221,17,155,chlorophyll,This Pokémon's Speed is doubled during strong sunlight. This bonus does not count as a stat modifier.,False,gluttony,"This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.",True,80,105,65,100,70,70,490,grass,poison,70,45,weepinbell,,,,0.5,generation-i,medium-slow,,,,https://github.com/Nackha1/Hd-sprites/blob/master/Victreebel.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/071 - Victreebel.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/grass.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
72,tentacool,67,9,455,clear-body,"This Pokémon cannot have its stats lowered by other Pokémon. This ability does not prevent any stat losses other than stat modifiers, such as the Speed cut from paralysis. This Pokémon can still be passed negative stat modifiers through guard swap, heart swap, or power swap. This ability functions identically to white smoke in battle.",False,liquid-ooze,"Whenever a Pokémon would heal after hitting this Pokémon with a leeching move like absorb, it instead loses as many HP as it would usually gain. dream eater is unaffected.",False,40,40,35,50,100,70,335,water,poison,50,190,,tentacruel,,,0.5,generation-i,slow,rain-dish,This Pokémon heals for 1/16 of its maximum HP after each turn during rain.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Tentacool.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/072 - Tentacool.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
73,tentacruel,180,16,550,clear-body,"This Pokémon cannot have its stats lowered by other Pokémon. This ability does not prevent any stat losses other than stat modifiers, such as the Speed cut from paralysis. This Pokémon can still be passed negative stat modifiers through guard swap, heart swap, or power swap. This ability functions identically to white smoke in battle.",False,liquid-ooze,"Whenever a Pokémon would heal after hitting this Pokémon with a leeching move like absorb, it instead loses as many HP as it would usually gain. dream eater is unaffected.",False,80,70,65,80,120,100,515,water,poison,50,60,tentacool,,,,0.5,generation-i,slow,rain-dish,This Pokémon heals for 1/16 of its maximum HP after each turn during rain.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Tentacruel.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/073 - Tentacruel.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png
74,geodude,60,4,200,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,sturdy,"When this Pokémon is at full HP, any hit that would knock it out will instead leave it with 1 HP. Regardless of its current HP, it is also immune to the one-hit KO moves: fissure, guillotine, horn drill, and sheer cold. If this Pokémon is holding a focus sash, this ability takes precedence and the item will not be consumed.",False,40,80,100,30,30,20,300,rock,ground,70,255,,graveler,,,0.5,generation-i,medium-slow,sand-veil,"During a sandstorm, this Pokémon has 1.25× its evasion, and it does not take sandstorm damage regardless of type. The evasion bonus does not count as a stat modifier. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Geodude.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/074 - Geodude.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png
75,graveler,137,10,1050,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,sturdy,"When this Pokémon is at full HP, any hit that would knock it out will instead leave it with 1 HP. Regardless of its current HP, it is also immune to the one-hit KO moves: fissure, guillotine, horn drill, and sheer cold. If this Pokémon is holding a focus sash, this ability takes precedence and the item will not be consumed.",False,55,95,115,45,45,35,390,rock,ground,70,120,geodude,golem,,,0.5,generation-i,medium-slow,sand-veil,"During a sandstorm, this Pokémon has 1.25× its evasion, and it does not take sandstorm damage regardless of type. The evasion bonus does not count as a stat modifier. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Graveler.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/075 - Graveler.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png
76,golem,223,14,3000,rock-head,This Pokémon does not receive recoil damage from its recoil moves. struggle's recoil is unaffected. This ability does not prevent crash damage from missing with jump kick or high jump kick.,False,sturdy,"When this Pokémon is at full HP, any hit that would knock it out will instead leave it with 1 HP. Regardless of its current HP, it is also immune to the one-hit KO moves: fissure, guillotine, horn drill, and sheer cold. If this Pokémon is holding a focus sash, this ability takes precedence and the item will not be consumed.",False,80,120,130,55,65,45,495,rock,ground,70,45,graveler,,,,0.5,generation-i,medium-slow,sand-veil,"During a sandstorm, this Pokémon has 1.25× its evasion, and it does not take sandstorm damage regardless of type. The evasion bonus does not count as a stat modifier. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Golem.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/076 - Golem.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/rock.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ground.png
77,ponyta,82,10,300,run-away,"This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.",False,flash-fire,"This Pokémon is immune to fire-type moves. Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle. This ability has no effect while the Pokémon is frozen. The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled. Fire moves will ignore this Pokémon's substitute. This ability takes effect even on non-damaging moves, i.e. will o wisp.",False,50,85,55,65,65,90,410,fire,,50,190,,rapidash,,,0.5,generation-i,medium,flame-body,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned. Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly. This effect does not stack if multiple Pokémon have this ability or magma armor.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Ponyta.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/077 - Ponyta.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fire.png,
78,rapidash,175,17,950,run-away,"This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.",False,flash-fire,"This Pokémon is immune to fire-type moves. Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle. This ability has no effect while the Pokémon is frozen. The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled. Fire moves will ignore this Pokémon's substitute. This ability takes effect even on non-damaging moves, i.e. will o wisp.",False,65,100,70,80,80,105,500,fire,,50,60,ponyta,,,,0.5,generation-i,medium,flame-body,"Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned. Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly. This effect does not stack if multiple Pokémon have this ability or magma armor.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Rapidash.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/078 - Rapidash.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/fire.png,
79,slowpoke,63,12,360,oblivious,"This Pokémon cannot be infatuated and is immune to captivate. If a Pokémon is infatuated and acquires this ability, its infatuation is cleared.",False,own-tempo,"This Pokémon cannot be confused. If a Pokémon is confused and acquires this ability, its confusion will immediately be healed.",False,90,65,65,40,40,15,315,water,psychic,50,190,,slowbro,,,0.5,generation-i,medium,regenerator,This Pokémon regains 1/3 of its maximum HP when it is switched out for another Pokémon under any circumstances other than having fainted. This ability does not take effect when a battle ends.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Slowpoke.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/079 - Slowpoke.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png
80,slowbro,172,16,785,oblivious,"This Pokémon cannot be infatuated and is immune to captivate. If a Pokémon is infatuated and acquires this ability, its infatuation is cleared.",False,own-tempo,"This Pokémon cannot be confused. If a Pokémon is confused and acquires this ability, its confusion will immediately be healed.",False,95,75,110,100,80,30,490,water,psychic,50,75,slowpoke,,,,0.5,generation-i,medium,regenerator,This Pokémon regains 1/3 of its maximum HP when it is switched out for another Pokémon under any circumstances other than having fainted. This ability does not take effect when a battle ends.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Slowbro.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/080 - Slowbro.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/psychic.png
81,magnemite,65,3,60,magnet-pull,"While this Pokémon is in battle, opposing steel-type Pokémon cannot flee or switch out. Pokémon with run away can still flee. Pokémon can still switch out with the use of a move or item. Overworld: If the lead Pokémon has this ability, Steel-type Pokémon have a higher encounter rate.",False,sturdy,"When this Pokémon is at full HP, any hit that would knock it out will instead leave it with 1 HP. Regardless of its current HP, it is also immune to the one-hit KO moves: fissure, guillotine, horn drill, and sheer cold. If this Pokémon is holding a focus sash, this ability takes precedence and the item will not be consumed.",False,25,35,70,95,55,45,325,electric,,50,190,,magneton,,,-1.0,generation-i,medium,analytic,This Pokémon's moves have 1.3× their power when it moves last in a turn. future sight and doom desire are unaffected.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Magnemite.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/081 - Magnemite.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/electric.png,
82,magneton,163,10,600,magnet-pull,"While this Pokémon is in battle, opposing steel-type Pokémon cannot flee or switch out. Pokémon with run away can still flee. Pokémon can still switch out with the use of a move or item. Overworld: If the lead Pokémon has this ability, Steel-type Pokémon have a higher encounter rate.",False,sturdy,"When this Pokémon is at full HP, any hit that would knock it out will instead leave it with 1 HP. Regardless of its current HP, it is also immune to the one-hit KO moves: fissure, guillotine, horn drill, and sheer cold. If this Pokémon is holding a focus sash, this ability takes precedence and the item will not be consumed.",False,50,60,95,120,70,70,465,electric,,50,60,magnemite,,,,-1.0,generation-i,medium,analytic,This Pokémon's moves have 1.3× their power when it moves last in a turn. future sight and doom desire are unaffected.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Magneton.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/082 - Magneton.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/electric.png,
83,farfetchd,132,8,150,keen-eye,"This Pokémon cannot have its accuracy lowered. This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate. This Pokémon can still be passed negative accuracy modifiers through heart swap. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped.",False,inner-focus,This Pokémon cannot flinch.,False,52,90,55,58,62,60,377,normal,flying,50,45,,,,,0.5,generation-i,medium,defiant,"When any of this Pokémon's stats are lowered, its Attack rises by two stages. If multiple stats are lowered at once, this ability takes effect with each stat lowered.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Farfetch'd.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/083 - Farfetch'd.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
84,doduo,62,14,392,run-away,"This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.",False,early-bird,"This Pokémon's remaining sleep turn count falls by 2 rather than 1. If this Pokémon's sleep counter is at 1, it will fall to 0 and then the Pokémon will wake up.",False,35,85,45,35,35,75,310,normal,flying,70,190,,dodrio,,,0.5,generation-i,medium,tangled-feet,"When this Pokémon is confused, it has twice its evasion.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Doduo.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/084 - Doduo.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
85,dodrio,165,18,852,run-away,"This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.",False,early-bird,"This Pokémon's remaining sleep turn count falls by 2 rather than 1. If this Pokémon's sleep counter is at 1, it will fall to 0 and then the Pokémon will wake up.",False,60,110,70,60,60,110,470,normal,flying,70,45,doduo,,,,0.5,generation-i,medium,tangled-feet,"When this Pokémon is confused, it has twice its evasion.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Dodrio.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/085 - Dodrio.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/normal.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/flying.png
86,seel,65,11,900,thick-fat,This Pokémon takes half as much damage from fire- and ice-type moves.,False,hydration,This Pokémon is cured of any major status ailment after each turn during rain.,False,65,45,55,45,70,45,325,water,,70,190,,dewgong,,,0.5,generation-i,medium,ice-body,"This Pokémon heals for 1/16 of its maximum HP after each turn during hail, and it does not take hail damage regardless of type.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Seel.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/086 - Seel.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
87,dewgong,166,17,1200,thick-fat,This Pokémon takes half as much damage from fire- and ice-type moves.,False,hydration,This Pokémon is cured of any major status ailment after each turn during rain.,False,90,70,80,70,95,70,475,water,ice,70,75,seel,,,,0.5,generation-i,medium,ice-body,"This Pokémon heals for 1/16 of its maximum HP after each turn during hail, and it does not take hail damage regardless of type.",True,https://github.com/Nackha1/Hd-sprites/blob/master/Dewgong.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/087 - Dewgong.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ice.png
88,grimer,65,9,300,stench,This Pokémon's damaging moves have a 10% chance to make the target flinch with each hit if they do not already cause flinching as a secondary effect. This ability does not stack with a held item. Overworld: The wild encounter rate is halved while this Pokémon is first in the party.,False,sticky-hold,"This Pokémon's hold item cannot be removed by other Pokémon. Damaging moves that would remove this Pokémon's item can still inflict damage against this Pokémon, e.g. knock off or pluck. This Pokémon can still use moves that involve the loss of its own item, e.g. fling or trick. Overworld: If the lead Pokémon has this ability, the encounter rate while fishing is increased.",False,80,80,50,40,50,25,325,poison,,70,190,,muk,,,0.5,generation-i,medium,poison-touch,This Pokémon's contact moves have a 30% chance of poisoning the target with each hit. This counts as an extra effect for the purposes of shield dust. This ability takes effect before mummy.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Grimer.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/088 - Grimer.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png,
89,muk,175,12,300,stench,This Pokémon's damaging moves have a 10% chance to make the target flinch with each hit if they do not already cause flinching as a secondary effect. This ability does not stack with a held item. Overworld: The wild encounter rate is halved while this Pokémon is first in the party.,False,sticky-hold,"This Pokémon's hold item cannot be removed by other Pokémon. Damaging moves that would remove this Pokémon's item can still inflict damage against this Pokémon, e.g. knock off or pluck. This Pokémon can still use moves that involve the loss of its own item, e.g. fling or trick. Overworld: If the lead Pokémon has this ability, the encounter rate while fishing is increased.",False,105,105,75,65,100,50,500,poison,,70,75,grimer,,,,0.5,generation-i,medium,poison-touch,This Pokémon's contact moves have a 30% chance of poisoning the target with each hit. This counts as an extra effect for the purposes of shield dust. This ability takes effect before mummy.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Muk.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/089 - Muk.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/poison.png,
90,shellder,61,3,40,shell-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.,False,skill-link,"This Pokémon always hits five times with two-to-five-hit moves, such as icicle spear. It also bypasses the accuracy checks on triple kick's second and third hits.",False,30,65,100,45,25,40,305,water,,50,190,,cloyster,,,0.5,generation-i,slow,overcoat,This Pokémon does not take damage from weather.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Shellder.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/090 - Shellder.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,
91,cloyster,184,15,1325,shell-armor,Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.,False,skill-link,"This Pokémon always hits five times with two-to-five-hit moves, such as icicle spear. It also bypasses the accuracy checks on triple kick's second and third hits.",False,50,95,180,85,45,70,525,water,ice,50,60,shellder,,,,0.5,generation-i,slow,overcoat,This Pokémon does not take damage from weather.,True,https://github.com/Nackha1/Hd-sprites/blob/master/Cloyster.gif?raw=true,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/pokemon_cries/091 - Cloyster.wav,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/water.png,https://raw.githubusercontent.com/mhirokitomida/pokedash/main/imagens/types_tag/ice.png
